Kongress der Kaiserlichen Akademie der Astronomen 
Jahrestagung 1973 in Lorsch
Legende:
x,y -> z
21496,12047 -> 1
31038,6852 -> 6
7935,15238 -> 7
19643,996 -> 4
19406,17887 -> 4
30351,25965 -> 2
11549,19711 -> 8
29482,17519 -> 4
21281,24668 -> 5
14149,18540 -> 3
4000,22854 -> 3
5721,13174 -> 6
15904,27616 -> 5
18033,13886 -> 5
28486,4745 -> 4
22991,30360 -> 3
17076,20906 -> 1
23586,8039 -> 1
15643,19226 -> 3
1084,1774 -> 2
20530,24486 -> 1
27790,29937 -> 4
10447,598 -> 8
21451,25648 -> 8
15196,13438 -> 4
21636,21285 -> 2
342,13010 -> 6
7590,26121 -> 3
31390,31458 -> 2
20241,20616 -> 3
23489,19916 -> 2
1224,18358 -> 8
28294,19 -> 3
8304,11544 -> 7
7259,4048 -> 4
21514,18917 -> 3
29315,29109 -> 6
8759,24007 -> 6
15879,6824 -> 4
18280,1739 -> 7
12769,20182 -> 4
7359,12344 -> 2
29657,138 -> 1
20627,21638 -> 5
32004,22585 -> 7
6611,696 -> 8
242,11388 -> 6
8892,20918 -> 1
6883,3047 -> 5
7325,19583 -> 3
25248,21514 -> 7
4510,30806 -> 3
21192,30712 -> 2
27340,29224 -> 3
10421,24106 -> 3
4045,21215 -> 3
10822,28829 -> 5
21258,8813 -> 6
=== Land Nr. 107 ===
6183,27503 -> 2
22589,12191 -> 8
4986,30065 -> 1
7324,14118 -> 5
29672,27500 -> 1
3861,28246 -> 1
1925,20993 -> 7
3162,22147 -> 2
2055,27499 -> 4
26037,17425 -> 4
18760,17817 -> 2
10962,20616 -> 7
21256,2638 -> 4
3588,4427 -> 7
19554,15952 -> 4
14263,29897 -> 2
27007,15813 -> 1
=== Land Nr. 108 ===
2303,9793 -> 5
31846,29525 -> 8
30351,23655 -> 7
28659,21681 -> 2
7294,4501 -> 3
24673,27259 -> 8
16540,25675 -> 5
18161,25302 -> 2
31816,21798 -> 2
22155,13570 -> 8
2058,21408 -> 5
17774,456 -> 5
29274,7470 -> 7
25675,28584 -> 2
14426,27285 -> 7
7521,4879 -> 4
4723,21916 -> 8
22129,20976 -> 3
8206,21844 -> 7
18081,28571 -> 6
17635,14771 -> 1
11694,22704 -> 6
20373,16189 -> 8
3067,12399 -> 8
13460,14819 -> 8
4951,22497 -> 8
6520,615 -> 7
5783,31881 -> 7
27736,21478 -> 5
21082,32673 -> 5
8133,12120 -> 2
5004,2063 -> 3
12148,14622 -> 5
4224,8332 -> 1
6844,26882 -> 2
20416,12480 -> 6
22893,24366 -> 7
17380,15164 -> 1
17592,20737 -> 5
26117,25497 -> 5
20754,22230 -> 8
8371,10014 -> 3
5983,19 -> 8
23409,14277 -> 7
23242,1300 -> 4
31525,23671 -> 3
17932,18135 -> 5
17918,27338 -> 4
22046,6775 -> 6
22971,11701 -> 1
8572,13002 -> 1
22881,10737 -> 8
12937,25797 -> 1
13242,31738 -> 8
20664,4990 -> 1
30254,21749 -> 8
10110,22224 -> 6
6118,13029 -> 7
2882,31771 -> 4
5932,9711 -> 4
31674,25237 -> 8
14211,6051 -> 5
16514,32027 -> 3
14582,27265 -> 7
26572,406 -> 5
4489,14134 -> 1
22642,4673 -> 8
6098,14913 -> 3
24545,1912 -> 7
14886,4 -> 1
31112,218 -> 4
24533,22120 -> 8
20691,6880 -> 4
31352,21154 -> 4
32739,8760 -> 6
11063,7867 -> 7
7284,28809 -> 3
17547,5601 -> 2
4537,22122 -> 8
27379,18360 -> 2
24855,9385 -> 7
14224,6681 -> 2
32000,6976 -> 2
5539,15876 -> 7
22624,20102 -> 7
=== Land Nr. 109 ===
12383,22453 -> 4
19035,894 -> 4
14489,25364 -> 5
22861,10835 -> 6
8751,21759 -> 8
12615,2654 -> 7
18241,3866 -> 5
18819,30031 -> 8
13204,16172 -> 7
22917,32588 -> 5
17589,1074 -> 5
2525,22560 -> 6
23480,682 -> 1
5577,1500 -> 2
9121,16077 -> 1
10801,31596 -> 3
31709,28329 -> 7
932,26127 -> 2
30809,20317 -> 4
28773,8889 -> 7
12562,12263 -> 3
15535,10438 -> 5
22840,10561 -> 6
32434,27014 -> 3
23092,11967 -> 4
1272,15494 -> 7
2363,4850 -> 6
9526,32426 -> 5
3624,7284 -> 7
8881,7790 -> 3
18653,9070 -> 2
10944,31211 -> 5
32343,15290 -> 2
19222,17269 -> 2
26932,30948 -> 5
6359,10210 -> 1
361,12421 -> 3
20639,15847 -> 8
32075,5281 -> 1
22283,26637 -> 5
16964,25365 -> 1
32358,23329 -> 8
17858,2107 -> 5
8575,31029 -> 7
20295,16962 -> 1
19674,13707 -> 8
12964,24571 -> 1
9911,20482 -> 1
1475,28932 -> 4
23461,30422 -> 7
6024,30351 -> 7
22686,21467 -> 7
5562,11077 -> 7
23770,18039 -> 5
28139,7663 -> 5
15578,7683 -> 4
6618,28137 -> 4
23906,8291 -> 3
16843,18831 -> 1
18515,5873 -> 7
32699,11806 -> 7
5800,4108 -> 4
9351,9670 -> 3
4608,3567 -> 3
15448,11233 -> 4
13698,2971 -> 4
16886,18558 -> 2
26869,9973 -> 6
2252,11216 -> 7
16994,27502 -> 7
29637,26397 -> 8
6570,15047 -> 8
9037,9270 -> 4
5822,14804 -> 4
28437,15794 -> 7
28300,1356 -> 8
20589,10580 -> 8
3004,22279 -> 2
26708,4963 -> 1
14281,15921 -> 3
6286,9452 -> 8
20002,11625 -> 3
18779,2070 -> 3
26199,30654 -> 6
32166,9491 -> 1
892,29186 -> 8
21960,5982 -> 2
1605,24568 -> 6
9524,20023 -> 8
11406,11578 -> 4
22942,31911 -> 1
9286,16375 -> 5
12930,15470 -> 3
28923,2002 -> 5
15898,25765 -> 1
27258,21896 -> 7
19740,24577 -> 7
16438,6184 -> 8
8407,6137 -> 2
127,25349 -> 5
3983,8504 -> 4
29609,11179 -> 4
18725,2853 -> 2
31415,4468 -> 1
23142,22375 -> 7
24100,18587 -> 8
6053,32689 -> 4
25819,222 -> 2
18274,24377 -> 7
29832,25606 -> 8
19496,8862 -> 3
13248,8946 -> 1
14584,23611 -> 2
31667,2047 -> 5
15817,21515 -> 6
10855,15322 -> 4
16911,29099 -> 8
26541,26143 -> 4
24905,1061 -> 7
32331,9563 -> 2
25082,32385 -> 8
22548,4673 -> 2
14762,20819 -> 7
18150,12339 -> 8
20659,10430 -> 2
24004,24952 -> 6
3854,21410 -> 4
1156,16302 -> 3
22361,17396 -> 6
30155,10580 -> 6
2000,16749 -> 7
19020,31626 -> 6
28908,24341 -> 3
16736,18282 -> 2
25995,23382 -> 6
32739,22865 -> 7
22411,13325 -> 6
12103,1408 -> 3
25648,14512 -> 5
14955,15696 -> 2
11331,21603 -> 3
8285,32584 -> 5
15700,6721 -> 2
18841,11075 -> 5
25843,32572 -> 1
12216,7367 -> 2
22769,2256 -> 6
18635,16005 -> 2
27048,12710 -> 8
16430,22883 -> 5
21638,8582 -> 3
17635,9948 -> 2
15428,2087 -> 7
31204,24990 -> 5
6540,689 -> 5
28391,170 -> 4
29196,542 -> 7
2184,18532 -> 5
7451,15543 -> 6
29914,14933 -> 5
9335,24410 -> 6
17865,30608 -> 7
13527,856 -> 8
7385,13043 -> 7
25910,29691 -> 2
3098,10175 -> 4
11553,6951 -> 6
32376,32313 -> 7
382,3721 -> 1
11688,27480 -> 7
3195,16202 -> 3
30302,31141 -> 3
8349,19538 -> 6
19352,6363 -> 3
12346,31601 -> 7
12318,7914 -> 1
2492,30728 -> 5
2437,8297 -> 2
11890,13843 -> 6
25176,16284 -> 6
7408,20122 -> 2
22841,6292 -> 7
10526,26352 -> 3
6417,5660 -> 5
16736,18282 -> 2
19335,18002 -> 6
23210,3688 -> 7
32399,13762 -> 4
10830,22468 -> 6
7056,13359 -> 2
3127,25785 -> 4
790,32069 -> 7
12534,13398 -> 2
683,27524 -> 1
18211,20142 -> 2
12276,28266 -> 5
10729,28322 -> 4
9235,13265 -> 8
17489,12685 -> 6
29570,20438 -> 4
3932,31350 -> 2
15848,12513 -> 1
9537,31176 -> 4
3740,5537 -> 2
3703,19402 -> 5
20929,6436 -> 8
15690,12104 -> 8
11090,19788 -> 8
13104,17196 -> 6
21617,22093 -> 4
=== Land Nr. 110 ===
5913,21753 -> 7
6353,6658 -> 5
9833,25448 -> 2
28952,27695 -> 2
29290,24470 -> 7
22670,15635 -> 5
23112,15484 -> 7
11117,16852 -> 6
13828,20405 -> 5
26804,26285 -> 1
16599,14266 -> 7
27978,10463 -> 2
4602,15125 -> 6
30671,19164 -> 7
26844,12606 -> 4
19320,16163 -> 3
19999,20774 -> 8
28090,14019 -> 4
7417,2706 -> 5
3516,1667 -> 1
201,9944 -> 2
30150,8732 -> 8
24838,8863 -> 1
17953,20236 -> 6
10698,21928 -> 1
30251,30957 -> 2
27053,24279 -> 2
903,20304 -> 3
28076,14824 -> 5
8370,6539 -> 5
27207,12704 -> 4
27499,1796 -> 7
27947,23631 -> 4
2211,17108 -> 3
21750,18946 -> 5
18168,18397 -> 8
29943,21184 -> 5
27116,28328 -> 8
26883,22676 -> 7
20302,167 -> 7
426,9310 -> 8
3475,21672 -> 2
11129,5539 -> 5
17682,9894 -> 6
21511,31951 -> 4
30558,4402 -> 7
9729,29860 -> 3
7990,22832 -> 4
4469,15055 -> 1
18624,11420 -> 6
2048,12508 -> 2
23817,7050 -> 4
11451,9720 -> 7
1285,32431 -> 1
1519,8013 -> 2
18305,16643 -> 1
4860,22480 -> 7
8896,10854 -> 3
4857,29154 -> 8
11718,26447 -> 6
22772,9235 -> 2
5748,11751 -> 6
20698,22494 -> 2
26882,6949 -> 5
25715,3138 -> 7
17026,17089 -> 7
20982,10113 -> 1
13160,795 -> 5
19994,2668 -> 8
30802,2663 -> 6
2488,31996 -> 7
7810,11456 -> 1
30549,16187 -> 7
30405,17133 -> 8
1837,31383 -> 2
=== Land Nr. 111 ===
13503,22523 -> 6
4248,20289 -> 5
4569,1 -> 6
21984,5664 -> 8
4668,23714 -> 4
3037,31619 -> 4
28573,9259 -> 3
8439,8087 -> 3
209,1630 -> 1
14173,16709 -> 6
1624,5704 -> 1
29838,27926 -> 6
25439,701 -> 1
16736,18282 -> 2
31885,3352 -> 6
18420,28484 -> 4
14675,22533 -> 1
31832,15768 -> 1
32603,19745 -> 6
9904,7191 -> 3
18018,30590 -> 2
23438,18343 -> 6
6569,28332 -> 8
24325,12289 -> 3
9570,17406 -> 5
32576,9058 -> 1
28426,4848 -> 1
13016,25353 -> 5
=== Land Nr. 112 ===
25823,4173 -> 6
29793,5145 -> 5
5307,1827 -> 3
481,30898 -> 2
5354,943 -> 5
555,19286 -> 3
2532,19393 -> 2
27482,2815 -> 6
18927,331 -> 1
11491,4210 -> 4
31759,14104 -> 2
25836,30122 -> 2
16853,10459 -> 8
7150,15990 -> 8
5096,32535 -> 7
29398,23968 -> 6
1884,23700 -> 6
12052,13363 -> 7
17974,13911 -> 5
27998,4287 -> 6
12210,30807 -> 4
20243,4772 -> 5
25881,2154 -> 1
32636,14802 -> 3
3670,9753 -> 3
17767,25987 -> 2
28037,16739 -> 8
19141,9420 -> 5
31537,31632 -> 1
10071,4649 -> 2
19711,27813 -> 7
23701,3908 -> 6
1778,19742 -> 4
8259,10410 -> 2
7061,5871 -> 3
24703,16689 -> 2
14761,25090 -> 5
10028,29489 -> 4
1571,32680 -> 2
15353,27110 -> 5
14246,30140 -> 8
27523,24472 -> 3
25795,17767 -> 2
32578,32080 -> 5
26771,12992 -> 1
1334,8010 -> 2
14740,22981 -> 1
22423,3437 -> 1
31952,4703 -> 8
13304,6493 -> 1
5040,18535 -> 5
28311,23567 -> 1
27918,19953 -> 1
14800,2795 -> 1
4711,7493 -> 5
25330,8402 -> 7
20527,19782 -> 5
7396,29104 -> 2
1216,30272 -> 7
18008,16219 -> 6
9052,15951 -> 6
23686,7401 -> 2
24880,3043 -> 3
19617,27090 -> 1
24678,16904 -> 1
25983,107 -> 8
4508,15736 -> 8
6200,27553 -> 6
32353,23208 -> 4
20891,9729 -> 1
20364,27726 -> 6
20428,6253 -> 4
14462,1803 -> 3
15988,22795 -> 2
3249,12872 -> 5
26937,6996 -> 2
14121,14175 -> 6
18306,26708 -> 6
9114,16297 -> 5
21940,8809 -> 2
30563,1805 -> 6
28515,6706 -> 1
19633,27678 -> 5
31541,8812 -> 5
3169,26602 -> 8
1127,12004 -> 6
4987,18188 -> 7
10025,11982 -> 7
5988,10910 -> 8
19550,3367 -> 5
18448,13082 -> 4
26200,8676 -> 5
4570,4179 -> 2
933,29977 -> 8
10455,22786 -> 4
28180,4457 -> 6
17845,20898 -> 5
31598,21843 -> 8
16518,32148 -> 2
675,19257 -> 7
4107,18106 -> 1
25423,7745 -> 2
13401,1802 -> 6
1773,22092 -> 3
18927,7377 -> 4
2574,12227 -> 8
32402,15763 -> 2
8553,13296 -> 2
29582,17615 -> 7
8618,15625 -> 4
20784,4889 -> 2
8772,23882 -> 1
32141,1848 -> 7
21164,17067 -> 7
7411,32341 -> 6
5842,14607 -> 1
19616,26970 -> 1
10927,27399 -> 2
30863,13589 -> 2
13882,1406 -> 3
21358,20408 -> 4
12845,31967 -> 4
25646,20939 -> 7
4957,29344 -> 4
24228,2485 -> 6
13708,12338 -> 5
9515,12377 -> 3
16390,26819 -> 5
28503,12932 -> 8
3432,1370 -> 1
13837,3611 -> 8
19800,14131 -> 5
16287,4942 -> 4
29218,31335 -> 8
1729,14646 -> 1
21875,10043 -> 2
19824,29349 -> 1
9896,15034 -> 5
2332,23327 -> 2
31336,12123 -> 5
1979,32040 -> 5
1670,9444 -> 5
17808,10862 -> 8
1631,17098 -> 5
31173,13175 -> 2
17197,17087 -> 1
29740,4067 -> 7
6406,31022 -> 7
4294,2394 -> 4
23682,4045 -> 7
21977,2745 -> 3
3644,2714 -> 3
22468,8748 -> 2
8361,10705 -> 5
18898,24617 -> 2
2558,23496 -> 1
17841,22156 -> 2
16147,18348 -> 8
23396,25153 -> 8
21904,5783 -> 5
31172,28486 -> 3
15045,4729 -> 3
17384,23015 -> 2
31215,2758 -> 8
532,16767 -> 5
18410,15595 -> 2
7421,24616 -> 8
17271,21234 -> 1
2170,6175 -> 4
24732,29925 -> 1
16136,12997 -> 5
6864,31181 -> 3
=== Land Nr. 113 ===
423,5763 -> 6
7406,2906 -> 8
2032,20479 -> 1
24350,7072 -> 7
14979,99 -> 1
6716,28263 -> 1
1558,26018 -> 1
11624,16387 -> 5
24521,4864 -> 1
32182,20910 -> 5
17299,24399 -> 5
16711,26586 -> 6
23519,23442 -> 8
24106,8437 -> 2
11701,8206 -> 3
23251,2962 -> 5
9978,14065 -> 7
8465,6398 -> 1
21691,13075 -> 2
21962,1436 -> 7
25971,26241 -> 4
5853,8872 -> 7
32718,32718 -> 2
24065,9514 -> 8
28771,26210 -> 4
25216,19526 -> 1
20803,19769 -> 2
27920,25897 -> 7
9348,28888 -> 4
30784,32063 -> 5
30479,8285 -> 2
32056,894 -> 4
4939,23287 -> 3
16313,16358 -> 5
9098,16934 -> 3
7575,29828 -> 7
29248,13971 -> 3
9522,15771 -> 7
19048,30824 -> 3
21392,28356 -> 4
25761,25959 -> 8
9764,18721 -> 2
24051,15921 -> 6
30068,2806 -> 6
31543,2435 -> 7
9479,4930 -> 3
2189,1872 -> 2
27252,13368 -> 8
1655,32506 -> 3
4192,26017 -> 8
7782,23333 -> 2
31690,25740 -> 3
5852,19148 -> 4
10503,32734 -> 4
17273,21162 -> 5
8997,27031 -> 4
18307,11025 -> 2
29628,29424 -> 4
460,17857 -> 8
598,11672 -> 5
12039,13415 -> 1
8685,5821 -> 8
19431,13247 -> 2
28729,16550 -> 7
4766,10397 -> 5
32192,30206 -> 5
=== Land Nr. 114 ===
10133,13113 -> 6
18149,7725 -> 5
14196,29343 -> 8
9575,19537 -> 1
31961,29966 -> 6
24342,27307 -> 4
28231,29604 -> 1
8612,29343 -> 8
17715,9909 -> 6
25817,9638 -> 1
13635,3478 -> 8
9114,21936 -> 6
5908,16328 -> 8
29049,3056 -> 2
3103,5825 -> 7
30166,21260 -> 6
18846,1743 -> 7
5802,9758 -> 1
22136,8895 -> 4
27804,6164 -> 2
11424,22865 -> 6
18164,16197 -> 5
26733,19619 -> 5
24950,24416 -> 3
4304,792 -> 1
18273,16375 -> 3
6523,28260 -> 3
1530,10330 -> 2
7242,12483 -> 4
5737,10621 -> 5
31129,29067 -> 2
6619,17690 -> 7
10056,18834 -> 3
29725,11605 -> 1
1175,9504 -> 8
20531,23172 -> 1
7459,15468 -> 2
30610,7406 -> 4
28595,17617 -> 4
28686,11936 -> 6
7562,3124 -> 7
23952,11682 -> 8
28028,7523 -> 1
31801,24889 -> 5
23040,10061 -> 4
31867,19700 -> 3
1003,31326 -> 4
28236,27320 -> 2
27547,22123 -> 2
2433,266 -> 1
20671,18675 -> 2
20724,32065 -> 1
7419,20124 -> 3
6917,4460 -> 4
22552,7216 -> 6
17798,9230 -> 6
25735,12949 -> 6
5194,29694 -> 1
14679,32359 -> 2
16577,15628 -> 4
2799,3905 -> 1
26211,14907 -> 6
26164,15323 -> 4
2786,10419 -> 3
14813,8070 -> 2
21081,31411 -> 3
14367,4780 -> 3
20205,19498 -> 6
28413,25434 -> 6
6301,29383 -> 6
32732,29701 -> 2
17721,16795 -> 5
3888,22022 -> 6
16817,23714 -> 2
27481,17027 -> 4
17725,21202 -> 8
5643,20409 -> 8
27666,13690 -> 2
24018,14823 -> 1
19097,6684 -> 4
7574,24143 -> 2
19304,28680 -> 2
5672,27647 -> 8
14695,25950 -> 2
14914,8546 -> 4
17648,20293 -> 6
16253,32465 -> 6
28099,14196 -> 6
26410,30098 -> 7
21800,25958 -> 7
18451,6153 -> 6
25240,971 -> 5
32397,31504 -> 8
10940,29464 -> 2
6758,8613 -> 1
31660,65 -> 1
31371,17264 -> 2
8880,8959 -> 2
5255,21470 -> 1
16110,10556 -> 1
31263,12976 -> 3
4559,23917 -> 8
22971,12376 -> 1
2303,21512 -> 4
18013,24451 -> 6
1875,12383 -> 1
23123,23181 -> 7
2302,27510 -> 5
21484,32482 -> 1
29908,1980 -> 8
11725,31094 -> 5
3991,12977 -> 5
31941,9940 -> 8
26486,12752 -> 5
6956,3707 -> 4
32077,10850 -> 4
28205,29821 -> 2
15949,27654 -> 6
27539,28061 -> 3
23558,29703 -> 2
1775,24933 -> 3
2579,29669 -> 4
25384,17121 -> 7
28632,20368 -> 5
8670,21513 -> 2
526,22605 -> 1
31783,20735 -> 3
19219,3899 -> 2
2186,14247 -> 3
14907,1778 -> 7
16453,21835 -> 2
12686,7601 -> 1
2625,10053 -> 8
1726,21015 -> 3
23623,15587 -> 2
22326,29280 -> 3
29513,30722 -> 4
14478,27279 -> 3
=== Land Nr. 115 ===
18913,5913 -> 4
16736,18282 -> 2
17875,4122 -> 6
24667,11937 -> 1
8027,2545 -> 5
11220,28962 -> 2
30236,27119 -> 4
10850,11347 -> 3
31939,18714 -> 2
14402,1792 -> 8
26622,19014 -> 8
26228,7875 -> 5
21685,24296 -> 3
19796,30124 -> 6
17959,6210 -> 2
13840,32615 -> 2
18212,17204 -> 1
3086,23176 -> 5
24793,5971 -> 4
25497,11780 -> 6
24304,29200 -> 2
5489,3075 -> 1
3053,32026 -> 5
1810,29314 -> 7
528,19266 -> 2
=== Land Nr. 116 ===
17873,22413 -> 6
11301,31106 -> 6
12059,29170 -> 6
28420,18943 -> 7
2681,28861 -> 6
32695,3355 -> 2
18988,25309 -> 3
29562,4332 -> 2
11644,32192 -> 2
28181,18873 -> 2
19472,3278 -> 8
18494,1617 -> 1
13278,27908 -> 7
27393,22861 -> 1
=== Land Nr. 117 ===
19363,24353 -> 4
15975,31903 -> 1
10723,37 -> 3
14545,26370 -> 5
5327,11021 -> 4
10687,8996 -> 4
31157,14359 -> 8
5630,18075 -> 7
27331,19695 -> 5
13426,15116 -> 7
10300,3732 -> 8
8691,30219 -> 3
30326,20697 -> 5
2042,19611 -> 6
5177,10440 -> 3
1299,21845 -> 3
7515,24155 -> 3
30538,22696 -> 3
5029,28475 -> 5
10251,12454 -> 8
15461,30607 -> 5
5688,16988 -> 4
2888,14078 -> 4
1625,30896 -> 2
830,22378 -> 1
27184,27948 -> 4
23708,26649 -> 8
26653,17737 -> 2
27586,31553 -> 5
8214,19220 -> 4
17891,19763 -> 4
3870,32323 -> 5
2498,9113 -> 3
=== Land Nr. 118 ===
29563,22293 -> 2
4230,30850 -> 5
8991,18061 -> 3
12022,22579 -> 8
13059,14320 -> 2
10672,27125 -> 8
26979,1418 -> 8
8002,15191 -> 4
3605,1827 -> 3
299,25247 -> 1
4989,10929 -> 1
20781,14432 -> 7
6085,30756 -> 5
19066,4455 -> 8
12637,1893 -> 3
30365,22920 -> 2
11006,23516 -> 1
31798,1261 -> 8
4760,23318 -> 8
18904,20724 -> 4
7155,15462 -> 1
10669,3775 -> 3
8950,28056 -> 2
23223,258 -> 6
25287,3337 -> 1
4792,956 -> 8
3649,21442 -> 5
22571,4049 -> 1
11130,10866 -> 5
1500,1479 -> 8
14155,14922 -> 7
4597,21009 -> 7
30486,10037 -> 4
28836,17072 -> 5
20032,21216 -> 2
11937,6413 -> 8
14874,8326 -> 5
14909,21598 -> 5
4653,16264 -> 5
20932,12277 -> 6
9254,5939 -> 8
17490,11841 -> 6
2513,6204 -> 7
11894,5232 -> 3
31976,2277 -> 7
11818,17399 -> 2
16291,26306 -> 5
16913,13921 -> 2
16966,17815 -> 6
13823,21820 -> 5
19747,13514 -> 5
13098,19193 -> 3
29644,15701 -> 8
21664,2839 -> 5
16740,2122 -> 3
4303,32509 -> 3
14167,16953 -> 3
28489,21057 -> 1
11993,27166 -> 3
28163,5208 -> 4
17154,31395 -> 6
15297,7897 -> 5
27744,21210 -> 7
5494,14051 -> 1
14416,32696 -> 1
12981,1349 -> 5
21900,6642 -> 3
20873,5234 -> 5
23707,25628 -> 5
11347,21611 -> 1
5686,17165 -> 7
1152,1059 -> 4
23228,7923 -> 5
810,7441 -> 1
19781,17829 -> 4
3337,18658 -> 2
31227,5908 -> 4
22849,21136 -> 8
4796,10979 -> 1
13037,15168 -> 3
30265,19087 -> 8
=== Land Nr. 119 ===
23413,28863 -> 5
11525,7609 -> 7
6164,26229 -> 3
25947,20065 -> 7
7960,21278 -> 1
381,18751 -> 3
27070,25778 -> 8
22009,8822 -> 8
30150,10561 -> 3
3135,8530 -> 4
19968,1708 -> 5
4934,5599 -> 5
21385,13439 -> 2
27444,29035 -> 6
18812,4709 -> 8
14914,14164 -> 7
9008,15068 -> 4
18522,19900 -> 5
6500,9532 -> 6
3102,3564 -> 1
9451,23347 -> 3
12116,17040 -> 4
15792,1335 -> 6
10735,5658 -> 1
13099,11943 -> 8
6706,24036 -> 8
12190,28047 -> 3
9623,16107 -> 3
2488,25418 -> 3
16770,28480 -> 8
106,8828 -> 6
5103,25470 -> 8
27411,15374 -> 1
31638,6619 -> 7
23631,22593 -> 4
3128,31939 -> 7
16397,8684 -> 6
14103,5359 -> 5
11709,14715 -> 4
16579,1911 -> 2
3496,12883 -> 6
23753,13912 -> 1
23771,6310 -> 4
7391,23134 -> 3
23853,30420 -> 8
9376,9075 -> 3
26431,6384 -> 5
5123,26819 -> 7
29325,12810 -> 2
10756,17461 -> 8
19435,23105 -> 4
3644,11565 -> 2
27901,28110 -> 3
19296,21642 -> 7
1931,29834 -> 3
7640,14434 -> 5
11724,13979 -> 5
8432,12272 -> 3
7405,20044 -> 7
27219,8353 -> 6
8583,12350 -> 1
5835,13139 -> 1
26049,6764 -> 3
31873,19738 -> 6
18255,28610 -> 8
30254,20777 -> 4
10129,2358 -> 5
22524,22961 -> 7
4728,18074 -> 6
27146,13265 -> 6
10498,30894 -> 8
3536,3827 -> 7
614,27408 -> 2
19153,2600 -> 1
17228,12318 -> 3
13412,10841 -> 7
3236,10733 -> 5
15740,23149 -> 6
11255,29403 -> 7
28843,29371 -> 1
13638,3433 -> 8
29152,30550 -> 5
29399,30298 -> 7
31884,21782 -> 1
29056,9556 -> 1
3121,29554 -> 5
28745,1907 -> 3
22158,1410 -> 1
12421,23686 -> 6
1495,11969 -> 6
8110,27380 -> 6
1735,24685 -> 3
=== Land Nr. 120 ===
9893,1923 -> 3
4464,23185 -> 4
8744,17769 -> 1
9478,2077 -> 2
13985,6258 -> 1
20004,3995 -> 6
26004,5673 -> 7
3134,31332 -> 1
5457,9279 -> 8
22064,21085 -> 8
11207,4516 -> 3
26421,6820 -> 8
889,9487 -> 7
29869,8634 -> 5
28171,26347 -> 7
622,27654 -> 3
14823,9700 -> 2
3744,27599 -> 7
22748,15488 -> 7
3923,30710 -> 4
25552,17296 -> 4
2887,1303 -> 3
23518,28767 -> 6
17574,7393 -> 4
17260,11998 -> 5
18337,32193 -> 8
2594,26444 -> 7
2089,16690 -> 5
23760,7166 -> 5
24894,29008 -> 8
18074,30558 -> 7
3467,9865 -> 3
17162,19250 -> 1
25672,11381 -> 2
30937,14795 -> 1
5782,22845 -> 3
25474,5814 -> 6
10450,17704 -> 6
17934,20469 -> 1
16534,30741 -> 3
27536,12788 -> 4
27487,269 -> 2
2626,26549 -> 6
2828,20545 -> 4
9304,1512 -> 6
27830,9733 -> 3
3537,2791 -> 2
915,2462 -> 5
24814,22224 -> 7
9444,4369 -> 7
13094,1589 -> 5
17170,24362 -> 2
23206,7959 -> 7
21905,12143 -> 2
6330,29479 -> 1
10274,8133 -> 3
6074,19331 -> 7
1926,13807 -> 7
27470,12651 -> 7
31425,29482 -> 8
14370,17566 -> 1
16254,12949 -> 1
=== Land Nr. 121 ===
25703,23393 -> 2
25912,7980 -> 5
17584,29025 -> 3
30253,21620 -> 2
12554,490 -> 2
28233,18740 -> 2
23658,7975 -> 6
8078,1481 -> 3
15545,15217 -> 4
24733,28666 -> 7
23595,31440 -> 2
19825,13398 -> 4
7341,21049 -> 1
19308,6530 -> 5
23676,1843 -> 5
14659,25601 -> 5
5972,7656 -> 4
2157,29018 -> 6
8624,15561 -> 5
16671,26541 -> 5
1037,21587 -> 8
29440,21265 -> 1
23102,16023 -> 1
9237,23638 -> 3
32546,23948 -> 2
15513,31994 -> 8
18274,20572 -> 7
2489,17011 -> 3
11781,30505 -> 2
2671,26402 -> 4
11254,31227 -> 1
8431,20871 -> 2
4047,13014 -> 8
18533,31374 -> 3
7564,1066 -> 2
25077,25097 -> 4
5621,7197 -> 5
23864,9401 -> 8
5072,14940 -> 8
16305,2422 -> 5
332,4468 -> 8
11242,844 -> 3
21021,7659 -> 3
21564,17587 -> 6
16191,7303 -> 3
3694,9247 -> 1
1885,30345 -> 5
21678,19623 -> 3
17230,21959 -> 5
13716,5488 -> 6
16421,27624 -> 2
22570,28952 -> 2
6345,7986 -> 1
6710,16994 -> 2
1808,5287 -> 3
15917,5574 -> 5
10446,16996 -> 6
27554,22456 -> 1
20315,9856 -> 5
16402,11717 -> 2
28800,15838 -> 1
10058,11474 -> 7
1474,13231 -> 7
31209,20767 -> 2
9096,19861 -> 1
17835,27879 -> 3
25497,8613 -> 4
30329,18602 -> 1
30417,31422 -> 1
10363,31876 -> 2
24621,17645 -> 6
2707,11302 -> 5
3966,16087 -> 4
13845,22340 -> 7
23644,20061 -> 5
2969,28314 -> 1
21039,1528 -> 4
20008,25040 -> 1
25714,30081 -> 7
11597,29935 -> 3
3701,7260 -> 4
926,27674 -> 5
9286,3140 -> 7
4829,4812 -> 4
17042,21290 -> 7
18378,24533 -> 5
27029,26592 -> 3
24367,2484 -> 8
29557,26760 -> 8
29398,22327 -> 8
20638,19207 -> 1
20585,26206 -> 6
21749,32482 -> 3
21867,6130 -> 2
30462,15697 -> 2
12996,22613 -> 1
15948,12150 -> 4
16289,11887 -> 7
20685,31720 -> 3
